schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-173002",1,1121598680,40385,809016.0,432546.0,44689,"MOVE","MOVE_MODULE",18,0.0,0.0,false,0,0,,false,0,0,44689,44689,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,3.496,880.536
"URF_POLICE_OBS_V2","20260912-173002",2,1121598680,40385,809016.0,432546.0,44689,"MOVE","MOVE_MODULE",18,0.0,0.0,false,0,0,,false,0,0,44689,44689,2,0,0,0,1,1,1,false,"MOVE_PENDING",1,0,2,2,0,0,0,2,0,2,0,0,13.114,139.822
"URF_POLICE_OBS_V2","20260912-173002",3,1121598680,40385,809016.0,432546.0,44689,"MOVE","MOVE_MODULE",18,0.0,0.0,false,0,0,,false,0,0,44689,44689,3,0,0,0,1,2,2,true,"POSSIBLE_STUCK",2,0,3,3,0,0,0,3,0,3,0,0,5.721,399.417
"URF_POLICE_OBS_V2","20260912-173002",4,1121598680,39913,842460.0,419457.0,44689,"MOVE","MOVE_MODULE",17,35914.106657412485,35914.106657412485,false,0,0,,false,0,0,44689,44689,4,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,16.511,404.296
"URF_POLICE_OBS_V2","20260912-173002",5,1121598680,40213,867111.0,446064.0,44689,"MOVE","MOVE_MODULE",15,36271.25928334995,72185.36594076244,false,0,0,,false,0,0,44689,44689,5,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,7.183,303.748
"URF_POLICE_OBS_V2","20260912-173002",6,1121598680,39802,890573.0,477360.0,44689,"MOVE","MOVE_MODULE",13,39114.00081812138,111299.36675888381,false,0,0,,false,0,0,44689,44689,6,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,13.906,387.775
"URF_POLICE_OBS_V2","20260912-173002",7,1121598680,39802,913965.0,508711.0,44689,"MOVE","MOVE_MODULE",13,39116.12027029265,150415.48702917647,false,0,0,,false,0,0,44689,44689,7,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,4.569,196.427
"URF_POLICE_OBS_V2","20260912-173002",8,1121598680,39801,937613.0,539868.0,44689,"MOVE","MOVE_MODULE",11,39115.04254120146,189530.52957037793,false,0,0,,false,0,0,44689,44689,8,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,16.942,216.024
"URF_POLICE_OBS_V2","20260912-173002",9,1121598680,39800,961359.0,570951.0,44689,"MOVE","MOVE_MODULE",9,39115.539175626865,228646.06874600478,false,0,0,,false,0,0,44689,44689,9,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,20.008,141.966
"URF_POLICE_OBS_V2","20260912-173002",10,1121598680,39799,984813.0,602252.0,44689,"MOVE","MOVE_MODULE",7,39113.20387030446,267759.27261630923,false,0,0,,false,0,0,44689,44689,10,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,16.441,76.213
"URF_POLICE_OBS_V2","20260912-173002",11,1121598680,39798,1007821.0,633886.0,44689,"MOVE","MOVE_MODULE",5,39116.21172864264,306875.48434495187,false,0,0,,false,0,0,44689,44689,11,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,11,11,0,0,0,11,0,11,0,0,18.945,25.638
"URF_POLICE_OBS_V2","20260912-173002",12,1121598680,39798,1030612.0,665676.0,44689,"MOVE","MOVE_MODULE",5,39115.64624290387,345991.13058785576,false,0,0,,false,0,0,44689,44689,12,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,12,12,0,0,0,12,0,12,0,0,7.895,32.561
"URF_POLICE_OBS_V2","20260912-173002",13,1121598680,39797,1051018.0,698897.0,44689,"MOVE","MOVE_MODULE",3,38987.6862227037,384978.8168105595,false,0,0,,false,0,0,44689,44689,13,0,0,0,1,0,2,false,"MOVE_PENDING",0,0,13,13,0,0,0,13,0,13,0,0,19.797,13.605
"URF_POLICE_OBS_V2","20260912-173002",14,1121598680,39797,1068124.0,734074.0,44689,"MOVE","MOVE_MODULE",3,39115.681829670306,424094.4986402298,false,0,0,,false,0,0,44689,44689,14,0,0,0,1,1,2,false,"MOVE_PENDING",0,0,14,14,0,0,0,14,0,14,0,0,7.064,24.536
"URF_POLICE_OBS_V2","20260912-173002",15,1121598680,44689,1091887.0,761282.0,44689,"CLEAR","CLEAR_MODULE",0,36124.16688312687,460218.6655233567,false,0,0,2146958318,true,0,0,44689,44689,14,1,0,0,1,0,2,false,"CLEARING",0,0,15,14,1,0,0,14,0,14,0,0,85.65,24.536
"URF_POLICE_OBS_V2","20260912-173002",16,1121598680,44689,1091887.0,761282.0,44689,"CLEAR","CLEAR_MODULE",0,0.0,460218.6655233567,false,0,0,2146958318,true,0,0,44689,44689,14,2,0,0,1,1,2,false,"CLEARING",0,0,16,14,2,0,0,14,0,14,0,0,39.483,24.536
"URF_POLICE_OBS_V2","20260912-173002",17,1121598680,44689,1091887.0,761282.0,41336,"MOVE","MOVE_MODULE",29,0.0,460218.6655233567,false,0,0,,false,0,0,41336,41336,15,2,0,0,2,2,2,false,"MOVE_PENDING",0,0,17,15,2,0,0,15,0,15,0,0,5.57,1376.454
"URF_POLICE_OBS_V2","20260912-173002",18,1121598680,40550,1069979.0,738096.0,41336,"MOVE","MOVE_MODULE",27,31899.07616217122,492117.7416855279,false,0,0,,false,0,0,41336,41336,16,2,0,0,2,0,2,false,"MOVE_PENDING",0,0,18,16,2,0,0,16,0,16,0,0,8.045,1969.162
"URF_POLICE_OBS_V2","20260912-173002",19,1121598680,39797,1053819.0,702727.0,41336,"MOVE","MOVE_MODULE",26,38885.88125528339,531003.6229408113,false,0,0,,false,0,0,41336,41336,17,2,0,0,2,0,2,false,"MOVE_PENDING",0,0,19,17,2,0,0,17,0,17,0,0,6.492,1033.162
"URF_POLICE_OBS_V2","20260912-173002",20,1121598680,39798,1034399.0,670673.0,41336,"MOVE","MOVE_MODULE",24,37477.93105282094,568481.5539936323,false,0,0,,false,0,0,41336,41336,18,2,0,0,2,0,2,false,"MOVE_PENDING",0,0,20,18,2,0,0,18,0,18,0,0,10.88,2008.295
"URF_POLICE_OBS_V2","20260912-173002",21,1121598680,39798,1011501.0,638970.0,41336,"MOVE","MOVE_MODULE",24,39107.52629609805,607589.0802897303,false,0,0,,false,0,0,41336,41336,19,2,0,0,2,1,2,false,"MOVE_PENDING",0,0,21,19,2,0,0,19,0,19,0,0,13.335,708.655
"URF_POLICE_OBS_V2","20260912-173002",22,1121598680,39650,1024466.0,618155.0,41336,"MOVE","MOVE_MODULE",22,24522.549826639155,632111.6301163695,false,0,0,,false,0,0,41336,41336,20,2,0,0,2,0,2,false,"MOVE_PENDING",0,0,22,20,2,0,0,20,0,20,0,0,12.333,1494.865
"URF_POLICE_OBS_V2","20260912-173002",23,1121598680,39651,1060117.0,602067.0,41336,"MOVE","MOVE_MODULE",20,39112.88208506246,671224.5122014319,false,0,0,,false,0,0,41336,41336,21,2,0,0,2,0,2,false,"MOVE_PENDING",0,0,23,21,2,0,0,21,0,21,0,0,8.506,1034.714
