schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-173002",1,1390449213,41694,1686921.0,457499.0,41336,"MOVE","MOVE_MODULE",28,0.0,0.0,false,0,0,,false,0,0,41336,41336,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,4.558,1825.353
"URF_POLICE_OBS_V2","20260912-173002",2,1390449213,38613,1683587.0,459119.0,41336,"MOVE","MOVE_MODULE",29,3706.7446634479693,3706.7446634479693,false,0,0,,false,0,0,41336,41336,2,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,7.574,1212.187
"URF_POLICE_OBS_V2","20260912-173002",3,1390449213,38613,1683575.0,459126.0,41336,"MOVE","MOVE_MODULE",29,13.892443989449804,3720.637107437419,false,0,0,,false,0,0,41336,41336,3,0,0,0,1,1,1,false,"MOVE_PENDING",1,0,3,3,0,0,0,3,0,3,0,0,7.074,2413.653
"URF_POLICE_OBS_V2","20260912-173002",4,1390449213,38613,1684960.0,457972.0,41336,"MOVE","MOVE_MODULE",29,1802.7592740019395,5523.396381439359,false,0,0,,false,0,0,41336,41336,4,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,6.863,740.444
"URF_POLICE_OBS_V2","20260912-173002",5,1390449213,38613,1684960.0,457972.0,41336,"MOVE","MOVE_MODULE",29,0.0,5523.396381439359,false,0,0,,false,0,0,41336,41336,5,0,0,0,1,3,3,false,"MOVE_PENDING",1,0,5,5,0,0,0,5,0,5,0,0,5.04,358.761
"URF_POLICE_OBS_V2","20260912-173002",6,1390449213,38613,1684962.0,457973.0,41336,"MOVE","MOVE_MODULE",29,2.23606797749979,5525.632449416859,false,0,0,,false,0,0,41336,41336,6,0,0,0,1,4,4,true,"POSSIBLE_STUCK",2,0,6,6,0,0,0,6,0,6,0,0,6.583,1421.949
"URF_POLICE_OBS_V2","20260912-173002",7,1390449213,38613,1684959.0,457973.0,41336,"MOVE","MOVE_MODULE",29,3.0,5528.632449416859,false,0,0,,false,0,0,41336,41336,7,0,0,0,1,5,5,true,"POSSIBLE_STUCK",3,0,7,7,0,0,0,7,0,7,0,0,4.418,1119.463
"URF_POLICE_OBS_V2","20260912-173002",8,1390449213,38613,1684958.0,457971.0,41336,"MOVE","MOVE_MODULE",29,2.23606797749979,5530.8685173943595,false,0,0,,false,0,0,41336,41336,8,0,0,0,1,6,6,true,"CONFIRMED_STUCK",4,1,8,8,0,0,0,8,0,8,0,0,3.446,776.883
"URF_POLICE_OBS_V2","20260912-173002",9,1390449213,38613,1684959.0,457972.0,41336,"MOVE","MOVE_MODULE",29,1.4142135623730951,5532.282730956733,false,0,0,,false,0,0,41336,41336,9,0,0,0,1,7,7,true,"CONFIRMED_STUCK",5,1,9,9,0,0,0,9,0,9,0,0,3.055,1196.788
"URF_POLICE_OBS_V2","20260912-173002",10,1390449213,38613,1684960.0,457972.0,41336,"MOVE","MOVE_MODULE",29,1.0,5533.282730956733,false,0,0,,false,0,0,41336,41336,10,0,0,0,1,8,8,true,"CONFIRMED_STUCK",6,1,10,10,0,0,0,10,0,10,0,0,6.021,968.331
