schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-212916",1,677893418,8572,529423.0,918034.0,56830,"MOVE","MOVE_MODULE",9,0.0,0.0,false,0,0,,false,0,0,56830,56830,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,8.285,29.144
"URF_POLICE_OBS_V2","20260912-212916",2,677893418,8572,518954.0,915020.0,56830,"MOVE","MOVE_MODULE",9,10894.22585592937,10894.22585592937,false,0,0,,false,0,0,56830,56830,2,0,0,0,1,1,1,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,43.07,37.961
"URF_POLICE_OBS_V2","20260912-212916",3,677893418,8572,518745.0,914520.0,56830,"MOVE","MOVE_MODULE",9,541.923426325159,11436.149282254528,false,0,0,,false,0,0,56830,56830,3,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,3,3,0,0,0,3,0,3,0,0,31.298,72.205
"URF_POLICE_OBS_V2","20260912-212916",4,677893418,8572,508978.0,875043.0,56830,"MOVE","MOVE_MODULE",9,40667.28191064655,52103.43119290107,false,0,0,,false,0,0,56830,56830,4,0,0,0,1,3,3,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,11.581,19.356
"URF_POLICE_OBS_V2","20260912-212916",5,677893418,17770,533789.0,849899.0,56830,"MOVE","MOVE_MODULE",6,35324.304055423374,87427.73524832445,false,0,0,,false,0,0,56830,56830,5,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,37.651,16.17
"URF_POLICE_OBS_V2","20260912-212916",6,677893418,17779,575275.0,831384.0,56830,"MOVE","MOVE_MODULE",4,45430.09378154529,132857.82902986975,false,0,0,,false,0,0,56830,56830,6,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,27.311,17.142
"URF_POLICE_OBS_V2","20260912-212916",7,677893418,56830,576264.0,814707.0,43167,"MOVE","MOVE_MODULE",52,16706.299709989642,149564.12873985938,false,0,0,,false,0,0,43167,43167,7,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,6.052,526.593
"URF_POLICE_OBS_V2","20260912-212916",8,677893418,17779,562517.0,839341.0,43167,"MOVE","MOVE_MODULE",48,28210.174848802337,177774.3035886617,false,0,0,,false,0,0,43167,43167,8,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,26.96,1633.682
"URF_POLICE_OBS_V2","20260912-212916",9,677893418,17770,520649.0,855505.0,43167,"MOVE","MOVE_MODULE",46,44879.88770039426,222654.19128905598,false,0,0,,false,0,0,43167,43167,9,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,10.569,784.716
"URF_POLICE_OBS_V2","20260912-212916",10,677893418,15628,489034.0,871579.0,43167,"MOVE","MOVE_MODULE",44,35466.62799026713,258120.8192793231,false,0,0,,false,0,0,43167,43167,10,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,10.72,481.229
