schemaVersion,runId,time,agent,position,x,y,target,action,actionSource,pathLength,stepDistance,totalDisplacement,moveUsePosition,moveX,moveY,clearTarget,clearUseTarget,clearX,clearY,clearRequestTarget,moveRequestTarget,moveCount,clearCount,restCount,otherActionCount,targetChangeCount,samePositionStreak,maxSamePositionStreak,possibleStuck,stuckStatus,failedMoveStreak,confirmedStuckEvents,clearModuleCalls,clearNullResults,clearActionResults,clearMoveResults,clearRestResults,moveModuleCalls,moveNullResults,moveActionResults,moveRestResults,fallbackRestCount,clearCalcUs,moveCalcUs
"URF_POLICE_OBS_V2","20260912-212916",1,1094173483,8572,529423.0,918034.0,56830,"MOVE","MOVE_MODULE",9,0.0,0.0,false,0,0,,false,0,0,56830,56830,1,0,0,0,1,0,0,false,"MOVE_PENDING",0,0,1,1,0,0,0,1,0,1,0,0,4.89,69.119
"URF_POLICE_OBS_V2","20260912-212916",2,1094173483,8572,525639.0,931027.0,56830,"MOVE","MOVE_MODULE",9,13532.801077382317,13532.801077382317,false,0,0,,false,0,0,56830,56830,2,0,0,0,1,1,1,false,"MOVE_PENDING",0,0,2,2,0,0,0,2,0,2,0,0,15.198,33.552
"URF_POLICE_OBS_V2","20260912-212916",3,1094173483,8572,526024.0,931949.0,56830,"MOVE","MOVE_MODULE",9,999.1541422623438,14531.95521964466,false,0,0,,false,0,0,56830,56830,3,0,0,0,1,2,2,false,"MOVE_PENDING",0,0,3,3,0,0,0,3,0,3,0,0,32.731,21.249
"URF_POLICE_OBS_V2","20260912-212916",4,1094173483,8572,516764.0,897994.0,56830,"MOVE","MOVE_MODULE",9,35195.02273049415,49726.97795013881,false,0,0,,false,0,0,56830,56830,4,0,0,0,1,3,3,false,"MOVE_PENDING",0,0,4,4,0,0,0,4,0,4,0,0,16.521,20.979
"URF_POLICE_OBS_V2","20260912-212916",5,1094173483,5784,506988.0,864793.0,56830,"MOVE","MOVE_MODULE",7,34610.35360986651,84337.33156000532,false,0,0,,false,0,0,56830,56830,5,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,5,5,0,0,0,5,0,5,0,0,13.555,31.88
"URF_POLICE_OBS_V2","20260912-212916",6,1094173483,17770,538928.0,848621.0,56830,"MOVE","MOVE_MODULE",6,35800.798650309465,120138.13021031479,false,0,0,,false,0,0,56830,56830,6,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,6,6,0,0,0,6,0,6,0,0,27.782,5.57
"URF_POLICE_OBS_V2","20260912-212916",7,1094173483,17779,571311.0,831522.0,56830,"MOVE","MOVE_MODULE",4,36620.13776598881,156758.26797630358,false,0,0,,false,0,0,56830,56830,7,0,0,0,1,0,3,false,"MOVE_PENDING",0,0,7,7,0,0,0,7,0,7,0,0,10.6,4.187
"URF_POLICE_OBS_V2","20260912-212916",8,1094173483,56830,576981.0,814565.0,43167,"MOVE","MOVE_MODULE",52,17879.8419735746,174638.10994987818,false,0,0,,false,0,0,43167,43167,8,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,8,8,0,0,0,8,0,8,0,0,6.903,1688.704
"URF_POLICE_OBS_V2","20260912-212916",9,1094173483,17779,571827.0,833766.0,43167,"MOVE","MOVE_MODULE",48,19880.69709542399,194518.80704530218,false,0,0,,false,0,0,43167,43167,9,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,9,9,0,0,0,9,0,9,0,0,26.229,2163.712
"URF_POLICE_OBS_V2","20260912-212916",10,1094173483,17770,536947.0,846535.0,43167,"MOVE","MOVE_MODULE",46,37143.79841911702,231662.6054644192,false,0,0,,false,0,0,43167,43167,10,0,0,0,2,0,3,false,"MOVE_PENDING",0,0,10,10,0,0,0,10,0,10,0,0,12.914,627.232
